user_id,phone_number,name,street_address,city,country,job,sex,birthdate
oe_0400938083491,+49 (0) 3216 005932,Lotti Ruppert,Benita-Heintze-Platz 2,Mannheim (Rheinau),Germany,Chemikant,F,1907-09-02
oe_8528467703784,+48 517 970 083,Konrad Reimann,plac Błękitna 440,Włodawa,Poland,Syndyk licencjonowany,F,2004-05-21
oe_7117064857968,06312 40790,Anna-Luise Scholl,Ritterweg 388,Inzell (Windgrat),Germany,Beamter,F,1911-05-25
oe_9866398464844,+49 (0) 7398 356523,Cindy Schottin-Wirth,Spießstraße 2/2,Mannheim (Rheinau),Germany,Friseur,F,1996-01-09
oe_5915300751451,+39 3734792307,Gianluigi Chiesa-Carfagna,"Borgo Borsellino, 8 Piano 6",Tirolo,Italy,Music tutor,M,1911-09-22
oe_1414424607372,+49(0) 861595285,Stanislaus Scholl,Junitzweg 6/3,Wuppertal (Elberfeld),Germany,Elektroniker,M,1949-08-12
oe_1802459408593,0734535247,Sig.ra Lidia Granatelli,"Viale Lidia, 85 Piano 4",Gambugliano,Italy,"Designer, fashion/clothing",F,1917-09-08
oe_8978737282659,+34 871380419,Estela Florencia Fuertes Gutierrez,Avenida de Nilda Planas 4,Los Gabatos,Spain,Arquitecto,F,1941-05-23
oe_6260674151448,+34 977 62 16 48,Inocencio Iglesias Montoya,Vial de Wilfredo Santana 30,Figueres,Spain,Operador de instalaciones de procesamiento de la madera,M,1975-08-25
oe_7950146709367,+33 5 19 50 28 00,Nicolas Masson,"81, rue Véronique Bousquet",Saint-Laurent-de-la-Salanque,France,technicien paysagiste,M,1917-01-28
oe_3956322451825,04 63 61 92 12,Adèle du Gérard,"89, chemin de Pascal",Videlles,France,expert en assurances,F,1908-06-15
oe_3273032482746,+39 348523561,Sig.ra Tiziana Monicelli,"Stretto Adamo, 939",Olmedo,Italy,"Engineer, communications",F,1927-12-20
oe_9489185298388,+33 1 34 15 14 97,Agathe de Delorme,"56, rue de Moulin",Trésilley,France,halieute,F,1982-03-31
oe_1209966763720,774 734 483,JUDr. Magdaléna Mašková,Nad Libří 17,Opočno,Czech Republic,"Accountant, chartered",F,1970-11-07
oe_0019007388546,725 347 436,Oldřich Moravec,Branišovská 508,Prague (Praha 3-Žižkov),Czech Republic,Set designer,M,1933-10-09
oe_8183632939702,+48 506 382 071,Maurycy Pich,al. Kusocińskiego 85,Wieliczka,Poland,Urbanista,M,1971-07-28
oe_6557136496745,+39 36245375274,Sig. Nicola Fioravanti,"Via Pucci, 21",L’Aquila,Italy,Publishing copy,M,1994-02-20
oe_6388032427161,05 32 28 69 74,Danielle-Margaud Tanguy,"42, avenue de Laurent",Plumergat,France,démographe,F,1949-04-12
oe_9865716896213,+34 845508628,Luciana Lledó Parejo,C. de Luís Gallo 77 Apt. 88 ,Los Gabatos,Spain,Técnico en documentación sanitaria,F,2012-09-02
oe_0026046901749,+34 923389162,Ramona de Iñiguez,Avenida de Amado Rico 97 Puerta 4 ,Vigo,Spain,Vendedor ambulantes de productos comestibles,F,1931-12-12
oe_8952176801269,0250507324,Lotti Birnbaum,Reni-Schleich-Ring 03,Lichtenberg,Germany,Chirurgiemechaniker,F,1999-01-27
oe_3744966607236,04 95 04 74 12,Arthur-Gérard Maillot,rue de Devaux,Chantemerle-les-Blés,France,médiateur scientifique,M,1939-07-14
oe_0114997475473,(07704) 99096,Eleonore Jäntsch B.Sc.,Dunja-Jessel-Ring 5/9,Mannheim (Rheinau),Germany,Bankkaufmann,F,1994-08-07
oe_2499196084158,05373043763,Prof. Nikola Staude B.A.,Kochstr. 7/0,Borken (Weseke),Germany,Fleischer,M,1915-08-26
oe_5600413166775,0248 707 127,Valentina Mazilescu,Drumul Pop Nr. 77 Bl. 35  Sc. 80 Ap. 364,Sântana,Romania,Reflexoterapeut,F,1946-04-21
oe_5324216943532,06178 05813,Herr Hans-Dieter Christoph,Metzplatz 13,Bremen (Woltmershausen),Germany,Koreanistiker,M,1910-01-07
oe_9762134616461,733 265 322,Simona Poláková,Olympijská 17,Štětí,Czech Republic,"Accountant, chartered",F,1937-06-09
oe_8699021311669,0361021246,Charlotte Jean,"34, rue de Gérard",Portets,France,chef de projet éolien,F,2000-12-04
oe_8393408354427,+48 608 598 819,Patryk Bobik,ulica Zwycięstwa 65/69,Brzezina,Poland,Rzeczoznawca samochodowy,F,1994-05-19
oe_4772011040838,04978260179,Pier Bova,"Borgo Stefania, 42 Appartamento 9",Villa Guardia,Italy,Media buyer,M,1952-12-12
oe_2350194737796,+33 3 56 38 96 54,Susan Meyer Le Andre,"277, avenue de Lenoir",Ustaritz,France,anesthésiste-réanimateur,F,1935-06-17
oe_0497914077128,506 199 074,Dominik Stypka,al. Lotnicza 974,Ponice,Poland,Meteorolog,M,1915-09-15
oe_3621051640787,(00481) 13537,Dipl.-Ing. Nina Caspar,Knappeplatz 2/9,Assamstadt,Germany,Mechaniker,F,2011-10-22
oe_8293352878971,883 596 472,Eryk Ciechowicz,pl. Piekarska 746,Mrągowo,Poland,Aktuariusz,M,1985-11-11
oe_2628191502374,+49(0) 873450521,Wolf Vogt-Schleich,Marcus-Schuster-Gasse 7,Lichtenberg,Germany,Krankenschwester,M,1959-07-04
oe_9189875579832,+49 (0) 9000 590545,Klaus Dieter Seifert,Heinstraße 8,Assamstadt,Germany,Informatiker,M,1990-04-22
oe_1079322652782,04630594156,Isabelle Dobes,Cengiz-Mies-Straße 3,Wesel (Friedrichsfeld),Germany,Bäcker,F,1965-03-26
oe_6067755957354,+34 826 057 725,María Néstor Arcos Planas,Calle de Gastón Moya 998,Vigo,Spain,Mandader,M,1929-09-25
oe_5581708335142,+49(0)4966 39000,Raymond Fritsch,Hahnstr. 488,Lichtenberg,Germany,Informatiker,M,1930-10-15
oe_1447165044152,+34 954 45 82 96,Maricela Ortiz Llano,Callejón de Chema Carbó 97 Apt. 49 ,Llanera,Spain,Pescadero,F,1927-11-27
oe_3340293781326,+34 976273326,Javiera de Noguera,Pasaje de Yolanda Román 74,Laspuña,Spain,Técnico en ingeniería mecánica,F,1928-10-01
oe_6280193889531,+49(0)5439 781573,Hertha Röhrdanz,Natalija-Junck-Weg 066,Ingelfingen,Germany,Designer,F,1910-11-15
oe_5626070247485,+48 737 988 892,pan Kacper Mateusiak,ulica Miodowa 381,Wieliczka,Poland,Technik weterynarii,F,1975-05-29
oe_4333156964010,+49(0)4601 933520,Hans-Detlef Schinke,Halil-Krause-Gasse 16,Waldenburg,Germany,Koreanistiker,M,1986-05-27
oe_3577741490571,03 22 32 27 99,Caroline Maillet,"72, chemin Laine",La Rochelle,France,verrier au chalumeau,F,1911-06-26
oe_9154260782411,05 82 43 42 41,Alexandria Le Imbert,avenue Timothée Klein,Ronsenac,France,domoticien,F,1968-12-12
oe_0188304154474,0756 334 359,Narcisa Gheorghiu,Bulevardul Suciu Nr. 701,Săcălaz,Romania,Operator Separare Magnetica,F,1924-01-07
oe_1795928223312,796 772 503,Julian Czupryn,al. Jesionowa 271,Duszniki-Zdrój,Poland,Inżynier budownictwa,F,1989-11-28
oe_6427379572381,0129213511,Frau Gundula Döring B.A.,Gerdi-Hänel-Gasse 075,Edelsfeld,Germany,Designer,F,1948-12-26
oe_5407700535588,+34 842348118,Sol Falcón Jaume,Camino Florinda Guerra 350,Tijarafe,Spain,"Operador de máquinas de preparación de fibras, hilado y devanado",F,1946-05-06
oe_8207216247424,0847325506,Alfonso Barth,Christina-Spieß-Weg 536,Wuppertal (Elberfeld),Germany,Binnenschiffer,M,1912-05-27
oe_4645497683487,722 256 048,Otakar Šťastný,Mazancova 36,Prague (Praha 3-Žižkov),Czech Republic,Charity officer,M,1976-09-16
oe_4469645892441,+48 788 328 113,Sylwia Dziechciarz,pl. Osiedlowa 479,Lubasz,Poland,Technik elektronik,M,1923-09-17
oe_5264259931769,0756 085 675,Stancu Stancu,Strada Toma Nr. 763 Bl. 80  Sc. 84 Ap. 247,Drăgăşani,Romania,Tamplar Mecanic La Croit Si Dimensionat,M,1948-12-27
oe_8294350079616,+34926 377 784,Epifanio Augusto Acevedo Bosch,Cuesta de Curro Rivera 29,Los Gabatos,Spain,"Pescador, cazador, tramperos y recolector de subsistencia",M,1920-03-01
oe_6595112033905,(06669) 423943,Dipl.-Ing. Elke Ortmann MBA.,Klemmallee 2,Lichtenberg,Germany,Krankenschwester,F,1926-06-19
oe_4041071912943,+33 3 70 02 65 78,Frédérique Huet-Valentin,boulevard Anastasie Louis,Ronsenac,France,attaché d'administration,F,1909-06-06
oe_6138654966025,604 435 804,Daniel Fiala,Pikovická 9,Horní Bečva,Czech Republic,Amenity horticulturist,M,2007-10-04
oe_5044414429426,3800880501,Melissa Righi,"Canale Torricelli, 982",Tirolo,Italy,Forest/woodland manager,F,1973-01-27
oe_0667219228349,+39 05213092122,Sergius Farinelli-Collina,"Stretto Gargallo, 56 Appartamento 2",Brindisi Montagna,Italy,"Nurse, adult",M,1923-04-10
oe_0066584843930,+39 0535603560,Imelda Crispi,"Vicolo Gotti, 55 Piano 9",Ceriale,Italy,Financial manager,F,1942-06-19
oe_4515699332769,+49 (0) 6899 473879,Dipl.-Ing. Reinhart Heidrich B.A.,Caroline-Flantz-Allee 2,Bremen (Woltmershausen),Germany,Augenoptiker,M,1908-02-05
oe_4386668470726,512 757 896,Inga Panasiewicz,ul. Powstańców Wielkopolskich 05/37,Warlubie,Poland,Zoopsycholog,F,1998-10-08
oe_6580681792241,(09979) 70310,Sylwia Butte-Kade,Josef-Rörricht-Allee 985,Ihlienworth,Germany,Arzt,F,1981-06-08
oe_7305976620840,03 90 46 40 15,Roger Cordier,"74, rue Gabriel Brunel",La Rochelle,France,géologue minier,M,1958-01-25
oe_4808437149262,02 49 50 60 01,Bernard Lambert du Lopez,"56, rue Isabelle Gay",Ustaritz,France,agronome,M,1940-09-06
oe_9465265053477,0170160285,Michel Dumont-Charles,"953, avenue de Le Goff",Bellême,France,poissonnier,M,1986-02-08
oe_1642128265859,05 33 02 48 91,Manon de la Gauthier,chemin Charlotte Thibault,Saint-Laurent-de-la-Salanque,France,officier de police,F,1959-09-09
oe_2762432657207,+39 05170789397,Azeglio Ramazzotti,"Canale Franco, 263 Piano 4",Ramon-Campagna,Italy,Medical laboratory scientific officer,M,2012-04-05
oe_8700512538063,+33 (0)4 66 05 37 69,Xavier Sanchez-Monnier,"88, boulevard de Pottier",Berre-l'Étang,France,technicien d'analyses biomédicales,M,1972-03-18
oe_9144566196676,+33 (0)1 74 50 43 40,Capucine du Daniel,rue Michaud,Saint-Victor-de-Morestel,France,ingénieur concepteur conceptrice en mécanique,F,1922-06-24
oe_0710661690367,+33 (0)3 20 90 41 17,Joséphine Coulon,"777, rue de Duval",Amiens,France,professeur de lycée professionnel,F,1949-04-23
oe_3716509423159,0378131915,Dipl.-Ing. Marjan Flantz B.Eng.,Inga-Hendriks-Straße 047,Stoßdorf,Germany,Friseur,F,1908-03-26
oe_3031518617598,(06224) 947641,Reinhard Ditschlerin-Stey,Pechelplatz 51,Zandt,Germany,Binnenschiffer,M,1939-04-05
oe_2139579656280,0755 335 006,Vasilică Stelian Voinea,Drumul Simona Manole Nr. 94 Bl. 99  Sc. 34 Ap. 907,Valea Voievozilor,Romania,Reparator Aparate Foto,M,1990-07-27
oe_5753764451256,0249 220 834,Augustina Evelina Suciu,Drumul Niculina Dima Nr. 913,Câmpeni,Romania,Machior Spectacole,F,1966-01-16
oe_7638319180438,783 097 975,pan Błażej Staniczek,pl. Kolonia 218,Brzezina,Poland,Aktuariusz,F,1919-06-26
oe_0953100179251,731 622 380,Robert Král,U Rajské Zahrady 370,Prague (Praha 3-Žižkov),Czech Republic,"Surveyor, minerals",M,2019-11-14
oe_4074135966533,+48 690 363 857,Olga Wawrzonek,ul. Północna 19/58,Blachownia,Poland,Terapeuta,F,1945-06-30
oe_1622843965688,739 202 048,Drahomíra Kopecká,Ambrožova 4,Jirkov,Czech Republic,Ergonomist,F,1965-07-19
oe_2252553134176,662 809 541,pani Liwia Piejko,al. Bema 01/63,Tarnobrzeg,Poland,Pośrednik finansowy,F,1954-03-06
oe_1438255203286,799 181 980,pan Fryderyk Frydel,ul. Daszyńskiego 90,Włodawa,Poland,Naukowiec,M,1993-07-25
oe_5676959792962,0445273240,Patrizia Cocci,"Vicolo Gelsomina, 725",Viareggio,Italy,"Engineer, aeronautical",F,1954-10-23
oe_4731168859266,0259 700 889,Grațiela Aanei,Soseaua Dumitrescu Nr. 51,Bălan,Romania,Tratamentist Piese Optice,F,2006-05-27
oe_2278181553925,0739 883 021,Aurel Stancu,Bulevardul Carina Nistor,Valea Voievozilor,Romania,"Proiectant Inginer Ceramica, Sticla",M,2016-02-28
oe_3067801946701,0489128044,Robert Deschamps de la Legros,"3, boulevard Renaud",Lompret,France,paléontologue,M,1917-05-06
oe_7448923960424,0310025670,Mathilde Pruvost-Charpentier,"8, rue de Maurice",Elliant,France,étalagiste,F,1972-06-25
oe_8410960066161,0237176602,Antoine Gaillard de la Bègue,"75, avenue de Boutin",Amiens,France,enseignant humanitaire,M,2013-09-10
oe_2306365783715,+34827 041 367,Jaime Cervera Paredes,C. de Amanda Paniagua 332 Piso 9 ,La Zenia,Spain,Deportista,M,1924-03-05
oe_6037828035689,(01085) 877707,Ing. Bernd-Dieter Eigenwillig,Ehrhard-Grein Groth-Weg 92,Wesel (Friedrichsfeld),Germany,Krankenschwester,M,1940-10-21
oe_5045686969001,+31(0)33 1524041,Noud Lamotte-le Luc,Nicksteeg 427,Gasselternijveenschemond,Netherlands,Chief Financial Officer,M,1914-05-12
oe_9892891435354,+49 (0) 5628 607813,Frau Waltraud Mühle,Kadeallee 340,Assamstadt,Germany,Schornsteinfeger,F,1959-05-19
oe_8497565783393,(09431) 095188,Klaus Dieter Bärer,Rognerstraße 80,Zandt,Germany,Schornsteinfeger,M,1992-04-04
oe_1120367291694,+49 (0) 6166 647107,Fridolin Mülichen-Drub,Gnatzstraße 6,Mannheim (Rheinau),Germany,Asphaltbauer,M,1910-10-09
oe_7980117056476,777 857 579,Oldřich Mareš,Tachovské Náměstí 836,Štětí,Czech Republic,Theme park manager,M,1914-06-26
oe_5821726330804,+39 0908611254,Silvestro Sonnino-Galvani,"Incrocio Lucio, 7",Ramon-Campagna,Italy,Clinical biochemist,M,1955-02-07
oe_9963230477259,0115953384,Lambert Ullrich,Eberthallee 628,Wuppertal (Elberfeld),Germany,Pfleger,M,1978-04-01
oe_2876634041974,0373652246,René-Charles Chevallier,"68, avenue Allain",Amiens,France,ingénieur aromaticien aromaticienne,M,1992-12-19
oe_9835844801277,0239 277 156,Radu Stan,Intrarea Dumitrescu Nr. 29 Bl. 54  Sc. 14 Ap. 979,Valea Voievozilor,Romania,Director Societate Comerciala,M,2002-02-24
oe_9807027292942,0434583493,Saverio Jovinelli-Gucci,"Vicolo Moccia, 9 Appartamento 3",Tirolo,Italy,Magazine features editor,M,1946-02-17
oe_5752925556808,+34884690015,Adoración Molina Tapia,Glorieta Ricardo Corominas 52,Figueres,Spain,Personas que realizan trabajos varios,F,1956-04-27
oe_6648782648713,510 025 546,pani Kornelia Kubowicz,al. Listopada 47,Lubasz,Poland,Reżyser,M,2002-03-11
oe_4360489098592,+48 531 436 947,pani Roksana Barcz,pl. Bolesława Chrobrego 47/68,Warlubie,Poland,Babcia klozetowa,M,1938-03-24
oe_7837318359412,(045) 9232580,Hugo Oda,Pepijnpad 1,Den Oever,Netherlands,Editorial assistant,M,1942-03-21
oe_5530611390045,0721 892 752,Tudor Nistor,Strada Giorgian Popescu,Săcălaz,Romania,Operator In Domeniul Proiectarii Asistate Pe Calculator,M,1912-05-16
oe_9713635911420,+33 4 26 61 22 32,Timothée Vallée,"51, rue Bousquet",Bellême,France,directeur artistique,M,1988-08-14
oe_6336027315672,0173629245,Herlinde Franke-Thanel,Meyerplatz 43,Haag an der Amper,Germany,Chirurgiemechaniker,F,1994-04-13
oe_5875950825723,0253 300 708,Sava Albu,Soseaua Niță Nr. 784,Drăgăşani,Romania,Pregatitor Sarma,M,1915-04-18
oe_7152431091568,720 953 122,Szymon Aleksander,ul. Wróblewskiego 497,Lichwin,Poland,Mim,M,2004-05-05
oe_4041210704310,05031588785,Ayse Seip MBA.,Lindaugasse 7/5,Borken (Weseke),Germany,Fleischer,F,1950-12-26
oe_4088609692533,+34946 010 999,Abril de Iglesias,Camino Clímaco Leiva 1,Teulada,Spain,Cocinero de comidas rápidas,F,1994-10-25
oe_0172951266086,+34 949110840,Maribel Pilar Maestre Bauzà,Camino Geraldo Tejada 47,Laspuña,Spain,Nutricionista,F,1949-07-27
oe_6784903217749,+33 (0)1 81 76 75 50,Virginie Gimenez,"5, avenue Maillot",Lompret,France,horloger,F,1922-10-18
oe_6190764449043,+34 888616222,Sonia Ana Vigil Mur,Vial de Tomás Calvo 6 Piso 0 ,Náquera,Spain,Programador de aplicaciones,F,1988-02-08
oe_7852346151216,06089 601066,Melita Rädel-Thies,Pärtzeltweg 42,Waldenburg,Germany,Mathematiker,F,1934-06-09
oe_8814742507438,+49 (0) 0395 007867,Sebastiano Eberth MBA.,Kästergasse 535,Bochum (Wattenscheid),Germany,Elektroniker,M,1908-03-13
oe_8265652936756,+49 (0) 7545 403498,Birte Sauer,Klingelhöferstr. 5,Wuelfrath,Germany,Designer,F,1991-09-16
oe_8763427247711,887 873 781,Eliza Wałaszek,al. Prusa 217,Zalewo,Poland,Żołnierz,F,2010-07-16
oe_3734542471155,+33 5 67 21 81 95,Théodore Laroche Le Masse,rue Sabine Texier,Chantilly,France,ingénieur réservoir,M,1952-03-11
oe_5636798836863,+34948 444 981,Ignacio de Royo,Glorieta de Maricruz Catalán 47,Los Gabatos,Spain,Supervisor en ingeniería de minas,M,2011-12-11
oe_1433605743211,575 495 992,Radosław Nagel,plac Porzeczkowa 19/69,Ponice,Poland,Kuk,M,2014-12-21
oe_5325624888804,01 48 46 48 55,Michèle Courtois,"7, rue de Goncalves",Chantemerle-les-Blés,France,technicien biologiste,F,1940-05-08
oe_1700048541234,+34 982 10 94 52,Azucena Rivas Sanz,Urbanización de Juana Plaza 65 Piso 1 ,La Zenia,Spain,Peón de minas y canteras,F,2009-05-20
oe_4905389059509,03768168327,Costantino Gottardi-Canetta,"Strada Alfredo, 52 Appartamento 5",Ramon-Campagna,Italy,Midwife,M,1945-08-25
oe_4421437780559,+39 3462770269,Loredana Serao,"Vicolo Serraglio, 752 Appartamento 1",L’Aquila,Italy,Horticultural consultant,F,1915-06-26
oe_7155860264236,+33 4 94 45 88 46,Raymond Traore-Klein,"237, avenue Madeleine Courtois",Saint-Laurent-de-la-Salanque,France,neurobiologiste,M,1993-12-23
oe_7907704553001,03141 272592,Gertraud Franke B.Sc.,Christiane-Schottin-Weg 6,Edelsfeld,Germany,Augenoptiker,F,1931-09-22
oe_5065069615884,+49(0)5236 49411,Prof. Karlfried Gröttner,Loretta-Stiffel-Platz 896,Wuelfrath,Germany,Augenoptiker,M,2000-10-25
oe_3835223775044,00632 44896,Viviane Mentzel,Beerring 261,Zandt,Germany,Informatiker,F,1932-08-23
oe_7911178512592,+48 787 291 694,Urszula Dzidek,ulica Wiosenna 25/38,Lichwin,Poland,Marketingowiec,F,1909-02-25
oe_6047092803371,0263 213 747,Coralia Cosmina Dinu,Soseaua Luminița Stănescu,Săcălaz,Romania,Detector Pierderi Apa Si Gaze,F,1981-09-16
oe_2495133966057,+34 921296647,Roberto del Llano,Pasadizo Che Garay 80,Llanera,Spain,Operador de instalaciones mineras,M,1935-01-29
oe_7510295838508,+48 883 327 104,Anita Klebba,ul. Wiślana 135,Blachownia,Poland,Supermodelka,F,1934-07-29
oe_8613674616160,0532337077,Ignazio Musatti,"Viale Imelda, 67",L’Aquila,Italy,Clinical cytogeneticist,M,1933-02-23
oe_3299678343585,+33 (0)5 86 97 76 38,Marcelle Moreno,"369, chemin Mendès",Amiens,France,"ingénieur fluides, énergies, réseaux, environnement",F,1993-12-15
oe_0354766307799,0755 510 906,Arsenie Stancu,Intrarea Diaconescu Nr. 307 Bl. 14  Sc. 56 Ap. 215,Bălan,Romania,Auditor De Mediu,M,2000-03-31
oe_3343071821821,04 80 06 39 23,Alexandrie Bègue de la Loiseau,avenue de Pinto,La Rochelle,France,agent de développement touristique,F,2018-12-02
oe_4802496689923,+48 665 855 201,pani Natasza Komisarczyk,plac Jodłowa 54/44,Lubasz,Poland,Doradca finansowy,F,2015-10-01
oe_2517666899212,05436213358,Lodovico Delle,"Incrocio Nicoletti, 2",Viareggio,Italy,"Therapist, sports",M,1952-04-04
oe_2092252123802,+48 694 462 763,Marcel Kawala,pl. Wesoła 874,Blachownia,Poland,Bibliotekarz,F,1968-11-13
oe_0059758344594,0251 104 208,Mărioara Niță,Soseaua Dochioiu Nr. 154,Vrănești,Romania,Clasificator Carcase,F,1976-12-25
oe_9138787018811,+49(0)3379 523314,Amalia Hauffer-Bonbach,Karl-August-Butte-Allee 0/7,Borken (Weseke),Germany,Schornsteinfeger,F,1973-07-11
oe_8546211670062,+39 08812124064,Bruno Silvestri,"Incrocio Eraldo, 11 Appartamento 1",Viareggio,Italy,TEFL teacher,M,2007-09-23
oe_5422412503834,+34825247223,Ciríaco Luz Santiago,Calle Victor Martorell 8 Piso 3 ,Náquera,Spain,Director de cine,M,1958-07-06
oe_3243087244783,(00712) 125798,Dipl.-Ing. Steffen Jockel,Berend-Finke-Ring 982,Zandt,Germany,Designer,M,1962-09-17
oe_7251129803102,+34941 23 70 50,Anna del Ariño,Cañada de Cecilia Díaz 32 Puerta 2 ,Cullar,Spain,Supervisor de secretaría,F,1994-04-21
oe_4240150437908,33118088385,Rocco Bertoli,"Contrada Michelangeli, 688",Gambugliano,Italy,"Designer, television/film set",M,1974-06-02
oe_8069328940117,533 037 097,Jan Grzela,plac Makowa 790,Duszniki-Zdrój,Poland,Motorniczy,F,1916-08-03
oe_9349106769871,+39 3311149413,Dott. Daria Accardo,"Via Milo, 59",Villa Guardia,Italy,Nature conservation officer,F,1982-10-19
oe_7390049630966,0762960296,Mira Baum,Senta-Schwital-Gasse 7,Duisburg (Walsum),Germany,Informatiker,F,1960-01-24
oe_8228965754920,+48 32 398 01 33,Róża Kenig,pl. Rumiankowa 91,Lubasz,Poland,Bibliotekarz dyplomowany,F,1959-05-23
oe_2676311431075,+33 5 79 98 71 41,Thérèse Cohen,"56, boulevard Louis",Berre-l'Étang,France,dessinateur de BD,F,2008-11-06
oe_5539525637731,+49 (0) 5245 870131,Herr Gilbert Hartung,Tilman-Killer-Gasse 3/3,Edelsfeld,Germany,Pfleger,M,2019-02-18
oe_3111568540262,0242 806 036,Stan Mitică Nistor,Aleea Voinea,Sântana,Romania,Manager Banca,M,1954-06-03
oe_2647414124043,(06848) 359600,Arno Haering,Birgid-Speer-Allee 08,Ingelfingen,Germany,Winzer,M,1950-12-06
oe_6516391727154,0747 362 813,Severin Benone Ene,Aleea Marin Nr. 43,Merei,Romania,Sculer-Matriter,M,1967-04-12
oe_7441084397118,+49 (0) 0034 093582,Kati Siering,Sofie-Neuschäfer-Platz 03,Inzell (Windgrat),Germany,Polizist,F,1950-06-08
oe_4114207651335,+49 (0) 9495 760396,Mike Mentzel,Aurelia-Hiller-Allee 97,Bremen (Woltmershausen),Germany,Informatiker,M,1917-07-02
oe_7942921017274,+34 988 21 51 75,Aarón Alarcón Gimenez,Camino de Tadeo Guzman 4,Cullar,Spain,"Operador de máquinas de embalaje, embotellamiento y etiquetado ",M,1944-04-18
oe_2039226868703,+34 976557854,Jorge Marcial Hidalgo Goicoechea,C. de Susana Morata 30 Piso 6 ,Figueres,Spain,Dentista,M,2005-04-17
oe_8165223507993,0921735218,Cristina Lippomano,"Piazza Ferrucci, 14 Piano 7",Villa Guardia,Italy,Politician's assistant,F,1932-02-24
oe_7639857268500,0752 284 385,Maia Mocanu,Strada Stănescu Nr. 369 Bl. 55  Sc. 10 Ap. 551,Vrănești,Romania,Ascutitor Laminate La Rece,F,1957-02-12
oe_9392244556523,662 148 944,pan Bartek Jaje,ulica Toruńska 95/17,Mrągowo,Poland,Ekwilibrystyka,F,1939-03-28
oe_2840521850560,+48 663 191 260,Patryk Kuśka,pl. Kaliska 58/96,Ponice,Poland,Artysta-rezydent,M,1994-12-13
oe_7657893793919,787 437 299,pan Alex Poleszak,plac Orzeszkowej 219,Warlubie,Poland,Certyfikator energetyczny,F,1971-02-28
